Date,DDoS-ALL,Phishing-ALL,Ransomware-ALL,Password Attack-ALL,Account Hijacking-ALL,Trojan-ALL,Vulnerability-ALL,Zero-day-ALL,Advanced persistent threat-ALL,Malware-ALL,Disinformation/Misinformation-ALL,Targeted Attack-ALL,Brute Force Attack-ALL,Backdoor-ALL,Botnet-ALL,Cryptojacking-ALL,DDoS,Phishing,Ransomware,Password_Attack,Account_Hijacking,Trojan,Vulnerability,Zero_day,Advanced_Persistent_Threat,Malware,Disinformation/Misinformation,Targeted_Attack,Brute_Force_Attack,Backdoor,Botnet,Cryptojacking,MITM,DNS_Spoofing,Dropper,Insider_Threat,Adversarial_Attack,Data_Poisoning,Deepfake,Supply_Chain,IoT_Device_Attack,Session_Hijacking,War_Conflict_All,Holidays,Solution_BLOCKCHAIN,Solution_ACCESS_CONTROL,Solution_ENCRYPTION,Solution_SUPPLY_CHAIN_RISK_MANAGEMENT,Solution_IDENTITY_MANAGEMENT,Solution_ML/DL,Solution_ANOMALY_DETECTION,Solution_CRYPTOGRAPHY,Solution_PENETRATION_TESTING,Solution_IDS/IPS,Solution_STATIC_ANALYSIS,Solution_DYNAMIC_ANALYSIS,Solution_MULTI_FACTOR_AUTHENTICATION,Solution_LEAST_PRIVILEGE,Solution_SESSION_MANAGEMENT,Solution_CAPTCHA,Solution_BLACKLISTING,Solution_RATE_LIMITING,Solution_GRAPHICAL_MODEL,Solution_HONEYPOT,Solution_SOFTWARE_DEFINED_NETWORK,Solution_GAME_THEORY,Solution_TRAFFIC_SHAPING,Solution_PACKET_FILTERING,Solution_BLACKHOLING,Solution_RANK_CORRELATION,Solution_STRONG_AUTHENTICATION,Solution_SSL/TLS,Solution_HTTPS,Solution_CONTINUOUS_AUTHENTICATION,Solution_IDENTITY_BASED_ENCRYPTION,Solution_DATA_SANITIZATION,Solution_OUTLIER_DETECTION,Solution_DATA_PROVENANCE,Solution_ADVERSARIAL_TRAINING,Solution_TRUSTWORTHY_AI,Solution_BAYESIAN_NETWORK,Solution_BEHAVIOR_BASED_DETECTION,Solution_FORMAL_VERIFICATION,Solution_SPLIT_MANUFACTURING,Solution_VULNERABILITY_MANAGEMENT,Solution_FILE_INTEGRITY_MONITORING,Solution_VPN,Solution_PRIVACY_PRESERVING,Solution_SECURE_BOOT,Solution_MERKLE_SIGNATURE,Solution_LIVENESS_DETECTION,Solution_3D_FACE_RECONSTRUCTION,Solution_BIOMETRICS,Solution_DIGITAL_WATERMARK,Solution_APPLICATION_WHITELISTING,Solution_DATA_BACKUPS,Solution_HIDDEN_MARKOV_MODEL,Solution_PATCH_MANAGEMENT,Solution_DATA_AUGMENTATION,Solution_DIMENSIONALITY_REDUCTION,Solution_DEFENSIVE_DISTILLATION,Solution_RRAM,Solution_SPATIAL_SMOOTHING,Solution_NOISE_INJECTION,Solution_TAINT_ANALYSIS,Solution_NETWORK_SEGMENTATION,Solution_USER_BEHAVIOR_ANALYTICS,Solution_DECEPTION_TECHNOLOGY,Solution_RISK_ASSESSMENT,Solution_DYNAMIC_RESOURCE_MANAGEMENT,Solution_SANDBOXING,Solution_DARKNET_MONITORING,Solution_VIRTUAL_KEYBOARDS,Solution_CODE_SIGNING,Solution_PUBLIC_KEY_INFRASTRUCTURE,Solution_MUTUAL_AUTHENTICATION,Solution_ONE_TIME_PASSWORD,Solution_DYNAMIC_BINARY_INSTRUMENTATION,Solution_PASSWORD_HASHING,Solution_DNSSEC,Solution_CERTIFICATE_PINNING,Solution_SECURE_SIMPLE_PAIRING,Solution_VULNERABILITY_ASSESSMENT,Solution_SIEM,Solution_STANDARDIZED_COMMUNICATION,Solution_CONTROL_FLOW_INTEGRITY,Solution_VULNERABILITY_SCANNER,Solution_PASSWORD_STRENGTH_METERS,Solution_PASSWORD_MANAGEMENT,Solution_PASSWORD_POLICY,Solution_GRAPHICAL_AUTHENTICATION,Solution_DATA_LOSS_PREVENTION,Solution_DATA_LEAKAGE_DETECTION/PREVENTION,Solution_ACTIVITY_MONITORING,Solution_MOVING_TARGET_DEFENSE,Solution_KEYSTROKE_DYNAMICS,Solution_ATTACK_TREE,Solution_DISTRIBUTED_LEDGERS,Solution_SOURCE_IDENTIFICATION,Solution_IMAGE_RECOGNITION,Solution_HYPERGAME,Solution_NLP/LLM
12-May,26.18796892,7.872468672,0,33.27439063,3.364957682,1.596935193,26.77125382,4.691587366,11.33191772,20.07726754,0.150248049,0,0,0.420076292,0.286520101,0,15.41608354,-5.72288305,0,-13.13266331,0,8.742203179,3.642641614,0.810536246,8.211700644,52.85193307,-2.526659584,2.026610851,6.429691543,0.103939852,14.81244894,0,-6.46682595,0,0,-12.602512,11.71910241,0,0,-2.977430249,0.1431,0.835875027,231.3788257,110.8379266,0,-21.62041214,25.1544247,0.30342339,2.418943157,-19.2505974,3.878920932,1.890228107,-3.116544387,-10.40532413,-5.825947811,-1.069179317,0.303074439,3.909181385,0.150248049,-2.793238102,4.241396855,0.426989446,0.296246491,1.142992128,0,16.29230702,0.15282639,0.402800588,8.450714148,-3.413184882,-1.84698342,-1.720312,0.4439162,0,7.837307123,-3.647124734,0.549492446,-3.496876685,0,0,-11.30137762,3.906933194,-2.563753033,0,0.119580194,0,-2.77675868,21.65763099,0,0,0.300496099,0,2.669008003,6.868385577,0,0.150248049,-9.461737368,-7.294249469,0,0.472391997,0,0,0,0.262680194,0.916696338,0,0.150248049,0,2.656867779,0,-3.138399981,0,0,0.13,-3.564731879,-6.121626195,-6.755204779,0.103939852,-3.647124734,0.143420101,0,0,-1.61094295,0.300496099,0,0,0.150597,0,3.420440803,0,0.132972345,-3.410212538,0.150597,0.327459898,0,-3.244718151,-3.503704633,0,0.34310024,-3.12415239,0,0.503768095
12-Jun,27.45048963,7.158952516,0,34.8898424,3.933320954,1.489827569,30.60677251,10.65632474,10.18472421,18.86846789,0.143420101,0,0,0.520780054,0.283569345,0,14.89356611,-4.145591607,0,-11.08723491,0,8.012288184,3.410265721,0.761094748,7.361760505,50.80561784,-2.173982618,2.215627414,6.153389237,0.086745349,13.82151223,0,-5.295359998,0,0,-11.11712645,10.46370442,0,0,-2.438745103,0.150597,0.933708298,224.5274597,104.7792448,0,-17.63408829,27.45425666,0.433074439,2.404285653,-17.1489926,3.622479091,8.217095594,-2.850977466,-8.09143305,-5.003815962,-1.200457928,0.29366815,3.86518573,0.273420101,-2.490204227,3.95052107,0.405378929,0.283220394,1.227004032,0,14.78196195,0.150248049,0.366940147,7.465191503,-3.103850105,-1.554408663,-1.514786549,0.549812547,0,7.456292503,-3.333695454,0.676249539,-3.190275353,0,0,-10.14783438,3.733631569,-1.579645551,0,0.103939852,0,-2.611375212,21.08980807,0,0,0.286840202,0,3.738872174,6.087268518,0,0.143420101,-8.615570221,-6.667390909,0,0.493762205,0,0,0.13,0.254536852,0.875162255,0,0.143420101,0,6.424255585,0,-2.863958265,0,0,0.1431,-2.501853356,-5.155997844,-6.134533521,0.086745349,-3.333695454,0.132972345,0,0.13,-1.338408061,0.286840202,0,0,0.15282639,0,3.020266174,0.26,0.119580194,-3.127369912,0.15282639,0.53743055,0,-2.936407553,-2.94072311,0,0.294625053,-2.784815261,0,0.477205302
12-Jul,26.82324358,6.2020194,0,40.32705373,3.926848269,1.478735881,27.97053617,10.60489864,9.136708323,17.07449416,0.132972345,0,0,0.495790039,0.272406584,0,14.07649343,-2.13166156,0,-8.7337323,0,7.274996044,3.288819446,0.823764558,6.505961565,50.17976561,-1.791353871,2.149273497,5.940115484,0.198667936,12.47502382,0,-4.092179841,0,0,-9.386765652,9.179935093,0,0,-1.820766118,0.15282639,0.893746992,214.4854066,95.24305381,0,-11.33737417,33.05047773,0.43676815,2.50896533,-14.95307851,3.993007062,18.61476346,-2.526437912,-4.536188086,-4.41378282,-1.15259494,0.276392446,3.53963407,0.406072345,-2.142767612,3.730217232,0.373768095,0.263000295,1.295804625,0,13.22919253,0.143420101,0.323657546,6.484265378,-2.732333303,-1.344459121,-1.284370047,0.528624884,0,6.849690569,-2.951598239,0.800043436,-2.818625894,0,0,-8.645210425,3.265651159,-0.206559452,0,0.086745349,0,-2.384188834,19.6960732,0,0,0.39594469,0,4.789583763,5.10164511,0,0.132972345,-7.595552682,-5.903196477,0,0.528182526,0,0,0.2731,0.239571739,0.811526713,0,0.132972345,0,10.97217694,0,-2.531041973,0,0,0.150597,-1.810207085,-3.162252394,-5.391893383,0.068667936,-2.951598239,0.379580194,0,0.1431,-1.152974419,0.26594469,0,0,0.150248049,0,2.569501023,0.2862,0.103939852,-2.778990451,0.150248049,0.51028122,0,-2.570835789,-2.545818045,0,0.242158633,-2.395867387,0,0.958982629
12-Aug,27.20402483,5.154719013,0,41.2907323,4.063217405,1.454391285,24.78880737,10.24046819,7.879392777,15.91768298,0.119580194,0,0,0.458425323,0.384187901,0,13.47883322,-0.765174672,0,-5.913567981,0,6.323183236,2.910853215,0.75545445,5.440563672,47.60110563,-1.393247382,2.185076768,5.429965642,0.193438226,11.33893353,0,-2.926552305,0,0,-7.097837968,7.679144647,0,0,-1.409962048,0.150248049,0.830969407,202.0229965,87.28319032,0,-7.110210246,34.10556236,0.426989446,2.617908079,-12.30816347,4.026692024,24.28422164,-2.028559177,-2.130381975,-3.620339507,-0.784940403,0.252552539,3.040448553,0.413277194,-1.63579163,3.480037261,0.334105302,0.236912197,1.47885102,0,11.32482427,0.132972345,0.404993478,5.566903904,-2.315998182,-0.98517076,-1.038464094,0.49369724,0,6.028258112,-2.519162797,0.78745664,-2.399582603,0,0,-7.233492554,2.746499256,0.235414822,0,0.068667936,0.13,-2.108195428,18.00082963,0,0,0.382260388,0,5.63153668,4.19153469,0,0.249580194,-6.319670317,-5.038325595,0,0.573315339,0,0,0.293697,0.218915985,0.729908924,0,0.119580194,0,14.74614086,0,-2.155486051,0,0,0.15282639,-1.333419228,-1.523013916,-4.561760457,0.050338226,-2.519162797,0.390139852,0,0.150597,-0.691494908,0.369160388,0,0,0.273420101,0,2.086727356,0.301194,0.086745349,-2.382079223,0.143420101,0.470538387,0,-2.164696127,-1.984028945,0,0.187674097,-1.973938278,0,1.093812745
12-Sep,27.1806072,4.187507095,0,42.60932105,4.254053105,6.09884941,21.21158723,9.605266737,6.311427001,19.34902243,0.103939852,5.59,0,0.54104432,0.37326545,0,13.02657403,0.577618769,0,-3.088013054,0,5.176856212,2.773358011,0.93131172,4.448488658,46.53227848,-0.99315412,2.081747408,5.127931815,0.18292834,10.12628427,0,-1.599690954,0,0,-5.324867913,6.518058907,0,0,-0.607939524,0.143420101,0.749540498,199.1761376,77.15081747,0,-1.502456403,41.21197166,0.405378929,2.337419311,-9.178495024,4.056207729,38.83820736,-1.61961154,2.058754984,-2.76763034,-0.210503107,0.223520046,2.499968131,0.407363242,-1.230439498,2.950474168,0.288385629,0.206325543,1.399227244,0,9.751148117,0.119580194,0.496046013,4.634271461,-1.871816627,-0.602256113,-0.655994813,0.577451443,0,5.528121157,-2.054396016,0.752504825,-1.950456164,0,0,-5.355941694,2.326867565,0.626129223,0,0.180338226,0.1431,-1.4065555,17.25508551,0,0,0.358476704,0,7.370348205,3.276689271,0,0.247039852,-4.951786079,-4.108792032,0,0.49673541,0,0,0.30342339,0.193758327,0.634555646,0,0.103939852,0,20.33032415,0,-1.75282114,0,0,0.150248049,-0.47430758,0.537991131,-3.677788011,0.03233134,-2.054396016,0.387939349,0,0.15282639,-0.195418502,0.480979704,0,0,0.276072345,0,1.589629235,0.30565278,0.068667936,-1.953396741,0.132972345,0.550653685,0,-1.734229547,-1.388897887,0,0.133007791,-1.404983933,0,1.082345467
12-Oct,26.79411313,3.091391155,0,45.8477713,4.388183642,6.52589624,17.51574149,8.745427428,4.710914994,18.00675727,0.086745349,6.4133,0,0.499170087,0.35223728,0,12.87874354,1.988804302,0,-0.242373229,0,4.379856204,2.656411587,0.86164391,3.322166486,45.94436569,-0.603275561,1.956298563,4.952263416,0.167981592,9.271111404,0,0.252474991,0,0,-3.569448827,5.007539974,0,0,0.092118934,0.262972345,0.653768266,190.6886804,69.71715738,0,4.409595748,45.27138088,0.373768095,2.79485684,-6.166438576,4.081085631,51.52164828,-1.20297032,5.257215598,-1.75716318,0.172805552,0.190685201,1.938536708,0.389819788,-0.828709394,2.38535316,0.238586355,0.172607788,1.545589029,0,7.832305132,0.103939852,0.593111914,3.585874117,-1.415898729,-0.209565247,-0.262092616,0.535506683,0,4.772154263,-1.574474033,0.698473047,-1.487728684,0,0,-3.545467669,1.779393017,1.088988308,0,0.17543134,0.150597,-1.032882901,15.44626325,0,0,0.326317088,0,8.384168131,2.515027715,0,0.237342349,-3.672136682,-3.148948065,0,0.412911412,0,0,0.303074439,0.165303685,0.529701026,0,0.086745349,0,25.45617939,0,-1.207838085,0,0,0.143420101,0.273122131,2.09675594,-2.771879168,0.145155202,-1.574474033,0.374320716,0,0.150248049,0.186912819,0.597187698,0,0,0.270177194,0,1.094552049,0.300496099,0.050338226,-1.378980605,0.119580194,0.506237843,0,-1.29478274,-0.781612998,0,0.079817882,-0.820775504,0,1.169554552
12-Nov,25.05244506,2.142145075,0,49.95694338,4.207255616,6.614461501,13.98400808,7.839209227,3.129126737,17.0585159,0.068667936,7.671871,0,0.446508175,0.322744809,0,11.6393338,3.059207152,0,2.665973811,0,3.231160511,2.301467457,0.903093565,2.338811536,44.5969132,-0.234286591,2.074705644,4.275593955,0.149490072,7.683322484,0,1.471850092,0,0,-1.622488184,3.527846735,0,0,0.519407978,0.262680194,0.547960208,186.6593086,59.70534858,0,9.668154811,48.41670775,0.334105302,2.522704911,-3.410594615,3.971043175,62.55109566,-0.791904113,8.108113682,-0.86502784,0.312599179,0.155413285,1.505092325,0.362336086,-0.442291018,1.805183658,0.186609417,0.267083574,1.560946964,0,5.830377292,0.086745349,0.562677868,2.564740285,-0.963095659,0.180143491,0.26028214,0.481691198,0,4.138619431,-1.095310027,0.758890255,-1.026642091,0,0,-1.749677016,1.233284132,1.372891835,0,0.165752202,0.15282639,-0.535591074,13.53493531,0,0,0.287583921,0,9.575081021,1.554081484,0,0.221494326,-2.410288124,-2.190620053,0,0.325082471,0,0,0.29366815,0.134735396,0.419440837,0,0.068667936,0,28.85576373,0,-0.781118194,0,0,0.132972345,1.127615206,3.946741589,-1.873404835,0.142342023,-1.095310027,0.350834324,0,0.143420101,0.815403624,0.583859261,0,0,0.256766242,0,0.61614602,0.286840202,0.03233134,-0.790636664,0.103939852,0.45107645,0,-0.86043713,-0.311608209,0,0.159552427,-0.370364652,0,1.242956093
12-Dec,23.20337046,1.123559251,0.13,47.81648995,4.208202725,6.49573639,11.02592776,6.818436569,1.611643503,15.99334319,0.050338226,8.65442877,0,0.515717209,0.416519241,0,11.26468501,4.380793503,0,5.963506932,0,2.100399572,2.462973717,0.813305447,1.413627735,43.82629857,0.23483208,1.949030849,4.088323621,0.128363001,6.473812781,0,2.71513218,0,0,0.36845104,2.250287418,0,0,1.018385878,0.254536852,0.43629415,178.4830946,53.9335602,0,15.59081332,53.2250007,0.548385629,2.592087028,-0.638017213,3.712873669,76.05106543,-0.398187403,11.15067855,0.253844801,0.689035468,0.119006161,1.099839611,0.326730672,-0.08124575,1.358875597,0.134231891,0.504099275,1.427940697,0,4.303730917,0.068667936,0.51840689,1.858777628,-0.526680026,0.555477049,0.652610956,0.548806526,0,3.794279499,-0.63120312,0.690499034,-0.580864895,0,0,0.369024882,0.704787613,2.367218254,0,0.282068413,0.150248049,-0.171960697,12.10869211,0,0,0.244096552,0,10.16965019,0.772607432,0,0.200586275,-1.202315779,-1.262406241,0,0.366283951,0,0,0.276392446,0.103181875,0.307623442,0,0.050338226,0,34.13971672,0,-0.373636745,0,0.13,0.119580194,2.082830518,6.353326426,-1.00857579,0.1355399,-0.63120312,0.319171542,0,0.132972345,1.056583239,0.55434789,0,0,0.236993398,0,0.167096214,0.26594469,0.015155202,-0.207408018,0.086745349,0.387898903,0,-0.443712968,0.250744349,0,0.126526945,0.176116054,0,1.171728796
13-Jan,24.36310219,0.173125231,0.1431,44.55558717,3.78280904,6.194011698,9.702877648,5.59518808,0.197559288,13.81488745,0.03233134,14.1390979,0,0.462533823,0.388420652,0,11.49956055,6.368797414,0,9.112381533,0,1.929702739,2.68444014,0.838096977,0.698553483,48.52795645,0.809993921,2.327452607,3.557130612,0.105497748,5.341039666,0,3.972632094,0,0,1.979242811,0.962975409,0,0,1.726914412,0.239571739,0.322705874,169.5100093,48.30094386,0,22.92348158,59.60571433,1.174786355,3.446768322,3.266442966,3.819134903,93.48950626,0.228103258,15.14446657,1.083214834,1.197157064,0.082669565,0.602116981,0.284883878,0.376132365,0.816432073,0.083065161,0.502290428,1.395396836,0,3.340637252,0.050338226,0.593010803,0.867647907,-0.118105556,0.77661294,0.886128561,0.492746125,0,3.130545175,-0.194570811,0.608231965,-0.162239471,0,0,1.894785843,0.207997116,2.851095483,0,0.538290949,0.143420101,0.160465463,10.11181247,0,0,0.327635024,0,15.67967294,-0.053897439,0,0.175751441,0.050928806,-0.389141622,0,0.292376764,0,0,0.252552539,0.071688249,0.327759084,0.13,0.03233134,0,40.59108291,0,0.13430566,0,0.1431,0.103939852,3.260039383,8.038652987,-0.069972376,0.125351793,-0.194570811,0.281099892,0,0.119580194,2.671947395,1.81115722,0,0,0.212088037,0,-0.242061498,0.239160388,0.129242023,0.223720005,0.068667936,0.319402143,0,-0.055349833,0.64933932,0,0.223008203,0.692665207,0,1.202472366
13-Feb,21.92596769,-0.687459143,0.150597,40.45410704,8.876470453,5.736639125,6.581046215,4.326408797,-1.081043284,13.83983067,0.015155202,17.96112718,0,0.400792761,0.351479303,0,11.48596173,7.126937012,0,11.25299723,0,1.408184508,2.433226715,0.865266446,0.094030051,49.49360984,1.23333976,2.098208612,3.162342985,0.081754087,5.481312672,0,4.975203053,0,0,3.39957812,-0.06449466,0,0,2.01278266,0.348915985,0.210795249,156.4989321,39.95256083,0,28.83517857,63.34018517,1.203303417,3.342578437,5.772463838,3.560195967,104.6994178,0.714921755,17.02454179,1.827151418,1.578551788,0.047486542,0.136103103,0.238675248,0.936488696,0.43373994,0.034523148,0.485593752,1.224245456,0,2.353633836,0.03233134,0.542364001,-0.050398279,0.253154634,1.212336854,1.19971055,0.427509381,0.65,2.889267928,0.204235392,0.515944643,0.219390594,0,0,3.371127133,-0.245354244,3.261052126,0,0.552742504,0.132972345,0.454835043,8.421266414,0,0,0.292990599,0,18.29830322,-0.666134899,0,0.148127547,1.337321067,0.408470783,0,0.217088992,0,0,0.223520046,0.041193339,0.236048389,0.1431,0.015155202,0,42.50958,0,0.487424656,0,0.150597,0.216745349,3.88172618,9.524287301,0.936869868,0.112421943,0.204235392,0.23840241,0,0.103939852,3.075616714,1.8879509,0,0,0.18331057,0,-0.603041594,0.207879704,0.1280429,0.605023625,0.050338226,0.378172995,0,0.425837483,1.118594614,0,0.203151089,1.166779489,0,1.354067407
13-Mar,21.56476761,-1.441361306,0.15282639,35.42915172,10.06447161,5.282904635,4.023966539,3.054715179,-2.1993543,12.87708464,-0.000757977,23.75211972,0,0.333202022,0.43768771,0,11.02914393,7.655454539,0,13.28196144,0,0.986572564,2.554137832,0.763760973,-0.652861939,50.2078896,1.477350823,2.088942757,2.542163831,0.05793217,4.433118997,0,5.948260826,0,0,5.125892554,-1.057282883,0.13,0,2.339680603,0.336858327,0.103751829,172.6639948,34.06043928,0,33.8006505,67.78100337,1.842869671,3.048530188,8.074708708,3.800345045,112.6473557,1.03161075,18.96587324,2.731879802,1.674450487,0.144397225,-0.287392479,0.189927224,1.212714734,-0.023695178,-0.010200357,0.455998932,1.03348185,0,1.184721746,0.015155202,0.610510959,-0.875127898,0.579694166,1.368118271,1.345943023,0.355971029,0.7155,2.735440368,0.687033912,0.547407715,0.556275935,0,0,4.658700481,-0.64600984,3.72218154,0,0.549166628,0.119580194,0.706122613,7.247136973,0,0,0.253020897,0,19.82612138,-1.297164566,0,0.118822216,2.514954471,1.114067825,0,0.142817328,0,0,0.190685201,0.012512119,0.146427311,0.150597,-0.000757977,0,44.76093997,0,0.790609012,0,0.15282639,0.211767936,4.514792512,10.65562957,1.614921792,0.097412419,0.557033912,0.192822604,0,0.216745349,3.3766506,1.900426685,0,0,0.281911534,0,-0.779832433,0.303490698,0.123122403,0.930046174,0.16233134,0.319721572,0,0.746130944,1.40736654,0,0.179185154,1.458478958,0,1.249880922
13-Apr,20.76274451,-1.946632413,0.150248049,30.80381738,10.7117385,4.616056455,1.231875834,1.948549467,-3.139853586,15.72430068,-0.0150571,24.21144941,0.39,0.392374297,0.402144644,0,10.71713359,7.831456677,0,14.68957038,0,0.537524638,2.706333703,1.039493219,-1.305478872,50.7445047,1.652640255,2.077935205,2.067737678,0.164754479,3.31675112,0,6.895564996,0,0,6.155798769,-1.889073797,0.2731,0,2.463698334,0.315900685,0.004300196,175.8226313,27.49571671,0,36.24555573,68.73430965,1.863193209,2.952430858,9.89448783,3.952468864,117.1310791,1.415682523,20.11409535,3.294178953,1.840525801,0.127284923,-0.659916729,0.140356185,1.554936726,-0.434675929,-0.050145501,0.415683625,0.960790149,0,0.447159213,-0.000757977,0.553527892,-1.201130718,0.85618892,1.597277998,1.437173958,0.280907382,0.752985,2.534932353,1.000941564,0.459302247,0.842784464,0,0,5.607755479,-0.987219582,4.245532566,0,0.529473341,0.103939852,0.911097748,5.883006366,0.13,0,0.209457539,0,19.72637408,-1.56617633,0,0.088882752,3.2993759,1.715683127,0,0.071688311,0,0,0.155413285,-0.013676342,0.061375522,0.15282639,-0.0150571,0,46.86433575,0,1.039756662,0,0.150248049,0.200935226,5.169108436,11.53416872,2.436720869,0.080981475,0.857841564,0.146016101,0,0.341767936,3.706281579,1.854642091,0,0,0.262195054,0,-1.015549215,0.280435871,0.115000283,1.194665083,0.158255202,0.257523644,0.13,1.14201113,1.755040278,0,0.152240258,1.677254112,0,1.248616658
13-May,18.55804138,-2.442977437,0.143420101,30.36690196,11.67292655,3.8774114,3.912037925,0.794543843,-3.892107336,14.3350661,-0.027474597,24.99850265,0.4293,0.463858115,0.358091546,0,9.664810282,8.044914901,0,15.82573132,0,0.047255765,2.492119975,1.086467444,-1.723669746,48.86512315,1.760821536,1.935690353,1.50872201,0.155951924,2.272517497,0,7.431271799,0.13,0,6.798040399,-2.291013406,0.293697,0,2.501403342,0.287561786,-0.08533528,172.5007252,26.14259489,0,38.91860376,68.82025601,1.825588597,2.837368535,12.1054544,3.600806236,123.6924978,1.618876643,21.33407238,3.73142282,2.094777809,0.108065303,-0.845391052,0.091531564,1.716288417,-0.791518327,-0.084591766,0.496929341,0.896543914,0,0.049938157,-0.0150571,0.485637296,-1.758499334,1.079348531,1.785603413,1.73616658,0.204922878,0.76413195,2.008427169,1.253430203,0.36622826,1.075358606,0,0,6.713672312,-1.134691762,4.449182513,0,0.495865182,0.086745349,1.198242437,4.81879863,0.1431,0,0.163966791,0,19.55481029,-1.961301627,0,0.059270752,4.036373909,2.205666406,0,0.135521546,0,0.13,0.119006161,-0.036835667,-0.017012353,0.150248049,-0.027474597,0,49.02146188,0,1.232796847,0,0.143420101,0.18515773,5.722919514,12.02882889,2.903238413,0.063764182,1.232833203,0.099509765,0,0.344035226,3.691761013,1.757796694,0,0,0.236584372,0,-1.197227842,0.251273451,0.104240367,1.396982149,0.149839023,0.1938198,0.1431,1.364042963,2.045295433,0,0.123422643,1.953834126,0,1.370020321
13-Jun,16.51706733,-2.686398636,0.132972345,26.38267101,12.097808,3.096308508,2.236822669,-0.137897535,-4.45237249,13.42470298,-0.037826107,29.67689548,0.451791,0.544277808,0.307701011,0,9.227774995,8.345679856,0,17.36350423,0,-0.235403893,2.12456402,1.126150223,-2.14833144,47.05772605,1.805360042,1.779599275,1.380346249,0.143351066,1.194531711,0,8.040469768,0.1431,0,7.432116654,-2.364028651,0.30342339,0,2.720295749,0.253429924,-0.16344715,174.375988,20.27050741,0,41.72678887,71.11300006,1.736976789,2.578691388,13.09216069,3.206285683,129.6069997,2.013185051,21.92202954,4.692999616,2.320761282,0.087525686,-1.086956211,0.044843459,1.810016286,-1.088930935,-0.113055651,0.455142604,0.711825985,0,-0.259058938,-0.027474597,0.40996664,-2.077376109,1.247811724,1.801528183,2.013174944,0.130389138,0.751240247,1.764319688,1.443067072,0.401474823,1.252414575,0,0,7.237587294,-1.333375972,4.81899199,0,0.450741884,0.068667936,1.580725385,4.346447708,0.150597,0,0.118106114,0,19.28375857,-2.128075346,0,0.160841829,4.7385809,2.580481364,0,0.218905811,0,0.1431,0.082669565,-0.056573989,-0.087051071,0.143420101,-0.037826107,0,50.79223154,0,1.369549109,0,0.132972345,0.165403252,5.909661898,12.52315818,3.36600705,0.046355692,1.433340682,0.054668769,0,0.33575473,3.827939673,1.617901935,0,0,0.206437226,0,-1.194821771,0.21748907,0.221429232,1.537158043,0.13776929,0.130671746,0.150597,1.522950325,2.14516621,0,0.093784111,2.044141116,0,1.238183007
13-Jul,13.57467866,-2.794885755,0.119580194,22.42538303,13.88726706,2.43042665,0.692024259,-1.072957848,-4.823039955,12.4726351,-0.046007682,29.11714217,0.58847917,0.500327198,0.253118499,0,8.597609987,8.38599792,0,18.35659471,0,-0.422735469,1.990026741,1.028080217,-2.336077021,45.58933689,1.921283897,1.485729326,0.823397676,0.257709761,0.738508553,0,8.107533847,0.150597,0,7.579821783,-2.758821513,0.303074439,0,2.635690043,0.34510835,-0.228844418,172.7424449,13.70751345,0,42.57235181,68.7330797,1.605116857,2.168521215,13.64743152,2.915028615,130.3918414,2.757667067,22.1235301,4.947628744,2.38452357,0.066414261,-1.271756168,0.13147886,1.84007088,-1.323934355,-0.135281478,0.403880264,0.784225069,0,-0.249384556,-0.037826107,0.32956405,-2.402043923,1.361994247,1.761814631,2.132087222,0.059397098,0.717100506,1.321693365,1.570448242,0.451152485,1.374192511,0,0,7.651983158,-1.472190481,4.73725076,0,0.396608659,0.050338226,1.677538276,3.080938447,0.15282639,0.13,0.073288321,0,19.12129927,-2.314329432,0,0.147430544,5.028409765,2.840400386,0,0.187384475,0,0.150597,0.047486542,-0.07264126,-0.147474385,0.132972345,-0.046007682,0,50.89215728,0,1.451539671,0,0.119580194,0.142662124,6.090440188,12.4123598,3.841518612,0.029297381,1.570797193,0.01267181,0,0.318229642,4.025662277,1.443459595,0,0.13,0.303111678,0,-1.256811654,0.180558454,0.220256333,1.617201607,0.122773452,0.069918345,0.15282639,1.62027844,2.300694923,0,0.064295909,2.194093173,0,1.212383935
